author_in_publication;text;name;city;type;issue;year_emigration;description;peculiarity;name_part;pages;name_in_russia;year_russia
Булгаков М.А.;Дни Турбиных;Иллюстрированная Россия;Париж;журнал;№46(131);12.11.1927;проза;отрывок;;8—12;;
Тоболяков В.;Мужики;Иллюстрированная Россия;Париж;журнал;№49(134);03.12.1927;проза;полный текст;;22—23;;
д’Актиль А.;Хулиганы;Иллюстрированная Россия;Париж;журнал;№50(135);10.12.1927;проза;полный текст;;10—11;;
Шершеневич В.;Шестая держава;Иллюстрированная Россия;Париж;журнал;№51(136);17.12.1927;проза;полный текст;;4;;
Воинов В.;Лиговская идиллия;Иллюстрированная Россия;Париж;журнал;№51(136);17.12.1927;стихи;полный текст;;5;;
Яковлев А.;Ради любви;Иллюстрированная Россия;Париж;журнал;№3(140);14.01.1928;проза;полный текст;;1—7;;
Таболиков В.;Конь;Иллюстрированная Россия;Париж;журнал;№3(140);14.01.1928;проза;полный текст;;22;;
Лебедев В.;Семья;Иллюстрированная Россия;Париж;журнал;№3(140);14.01.1928;проза;отрывок;Защитник;23;;
Яковлев А.;Ради любви;Иллюстрированная Россия;Париж;журнал;№4(141);21.01.1928;проза;полный текст;;;;
Лебедев В.;Искуссный ход;Иллюстрированная Россия;Париж;журнал;№5(142);28.01.1928;проза;полный текст;;8—10;;
Прутков И.;Итоги;Иллюстрированная Россия;Париж;журнал;№5(142);28.01.1928;проза;полный текст;;14—15;;
Андр М.;Стекольщик;Иллюстрированная Россия;Париж;журнал;№6(143);04.02.1928;проза;полный текст;;14—15;;
Лесной Л.;Борода главбуха;Иллюстрированная Россия;Париж;журнал;№7(144);11.02.1928;проза;полный текст;;9—11;;
Гард Э.;Маничка 1001-ая;Иллюстрированная Россия;Париж;журнал;№7(144);11.02.1928;проза;полный текст;;22—23;;
Гюинплэн;На волю;Иллюстрированная Россия;Париж;журнал;№8(145);18.02.1928;проза;полный текст;;18—19;;
Мазовский К.;Автодор;Иллюстрированная Россия;Париж;журнал;№9(146);25.02.1928;проза;полный текст;;16—17;;
Авилов П.;Система поощрения;Иллюстрированная Россия;Париж;журнал;№10(147);03.03.1928;проза;полный текст;;16—17;;
Флит А.;Девушка с чемоданчиком;Иллюстрированная Россия;Париж;журнал;№10(147);03.03.1928;проза;полный текст;;17;;
Зингер М.;Рука в центре;Иллюстрированная Россия;Париж;журнал;№11(148);10.03.1928;проза;полный текст;;7—10;;
Митницкий Л.;Мещанство;Иллюстрированная Россия;Париж;журнал;№11(148);10.03.1928;проза;полный текст;;22—23;;
Ренц И.;Халтура;Иллюстрированная Россия;Париж;журнал;№12(149);17.03.1928;проза;полный текст;;1—6;;
Бен-Гали;Три встречи;Иллюстрированная Россия;Париж;журнал;№12(149);17.03.1928;проза;полный текст;;22—23;;
Маковская В.;Холодное солнце;Иллюстрированная Россия;Париж;журнал;№13(150);24.03.1928;проза;полный текст;;1—7;;
Крышкин Н.;Наука и жизнь;Иллюстрированная Россия;Париж;журнал;№13(150);24.03.1928;проза;полный текст;;22—23;;
Карпов Н.А.;Широкая масленица;Иллюстрированная Россия;Париж;журнал;№14(151);31.03.1928;проза;полный текст;;14—15;;
Лавренев Б.;Погубитель;Иллюстрированная Россия;Париж;журнал;№15(152);07.04.1928;проза;полный текст;;8—13;;
Кремлев И.;Понимай как хочешь;Иллюстрированная Россия;Париж;журнал;№15(152);07.04.1928;проза;полный текст;;23;;
Инбер В.;Суп из курицы;Иллюстрированная Россия;Париж;журнал;№16(153);14.04.1928;проза;полный текст;;6—12;;
Левин Б.;Не взирая на лица;Иллюстрированная Россия;Париж;журнал;№16(153);14.04.1928;проза;полный текст;;16—17;;
Лебедев В.;Собачья история;Иллюстрированная Россия;Париж;журнал;№17(154);21.04.1928;проза;полный текст;;8—12;;
Левин Б.;Засыпались;Иллюстрированная Россия;Париж;журнал;№17(154);21.04.1928;проза;полный текст;;16—17;;
Зорич А.;Глупый приказ;Иллюстрированная Россия;Париж;журнал;№18(155);28.04.1928;проза;полный текст;;8—11;;
Мазовский К.;Предпасхальное;Иллюстрированная Россия;Париж;журнал;№18(155);28.04.1928;проза;полный текст;;16—17;;
Бибик А.;Дремотный говор;Иллюстрированная Россия;Париж;журнал;№19(156);05.05.1928;проза;полный текст;;4—7;;
Самсонов Б.;В наркодиспансере;Иллюстрированная Россия;Париж;журнал;№19(156);05.05.1928;проза;полный текст;;20—21;;
